roll,pitch,thumb,pointer,middle,ax,ay,az,sign
-102.04,-59.72,253,253,253,7.00,-4.00,-0.85,open
-83.77,-53.26,252,252,253,8.07,-5.99,0.65,open
-75.59,-52.17,253,253,255,7.47,-5.62,1.44,open
-67.03,-53.92,253,253,253,9.11,-6.11,2.59,open
-19.41,-59.30,253,254,253,9.88,-1.95,5.53,open
-21.76,-46.16,254,255,253,8.30,-2.95,7.40,open
-40.53,-29.00,253,253,253,5.66,-6.64,7.77,open
-28.95,-27.38,253,253,253,5.51,-5.15,9.31,open
-42.47,-27.81,253,253,253,6.06,-7.76,8.48,open
-45.88,-26.41,253,253,253,5.69,-8.22,7.97,open
-42.63,-26.36,253,253,253,5.54,-7.58,8.23,open
-35.58,-29.77,254,253,253,6.09,-6.20,8.66,open
-30.92,-29.20,253,253,253,5.87,-5.40,9.01,open
-28.46,-33.10,253,253,254,6.12,-4.47,8.26,open
-40.99,-38.17,253,252,251,6.84,-5.71,6.57,open
-39.96,-44.23,248,253,253,7.32,-4.83,5.77,open
-60.87,-47.95,253,253,253,7.50,-5.91,3.29,open
-73.44,-42.43,253,253,254,5.26,-5.51,1.64,open
-80.10,-56.87,253,253,253,6.89,-4.43,0.77,open
-94.80,-42.84,252,255,253,6.07,-6.53,-0.55,open
-88.73,-41.81,253,253,254,5.59,-6.25,0.14,open
-85.86,-25.03,248,253,253,3.97,-8.47,0.61,open
-82.45,-8.30,253,253,253,1.51,-10.26,1.36,open
-93.42,5.33,253,253,253,-1.14,-12.22,-0.73,open
-96.32,3.90,253,253,253,-0.79,-11.47,-1.27,open
-97.94,8.70,251,249,253,-1.74,-11.28,-1.57,open
-100.67,3.57,253,253,250,-0.67,-10.55,-1.99,open
-100.29,-0.43,254,255,253,0.08,-10.01,-1.82,open
-98.14,-21.62,255,253,253,2.65,-6.61,-0.95,open
-104.94,-26.56,253,253,253,3.43,-6.62,-1.77,open
-104.28,-43.05,255,253,253,4.62,-4.79,-1.22,open
-62.84,-64.08,253,253,253,5.12,-2.21,1.13,open
-45.05,-45.74,253,253,253,7.45,-5.14,5.13,open
-55.89,-32.20,250,253,253,6.74,-8.86,6.00,open
-34.90,-34.61,253,253,255,7.64,-6.34,9.08,open
-38.57,-26.13,253,251,249,6.14,-7.80,9.78,open
-41.45,-22.84,253,252,254,5.52,-8.67,9.82,open
-44.50,-26.39,253,253,254,5.61,-7.93,8.07,open
-48.42,-24.41,254,253,253,5.01,-8.25,7.32,open
-45.35,-22.13,253,253,253,4.49,-7.86,7.76,open
-24.37,-29.69,253,253,253,6.35,-4.60,10.15,open
-24.46,-29.94,253,254,253,6.11,-4.40,9.66,open
-34.25,-23.46,253,253,253,4.37,-5.66,8.32,open
-49.88,-12.31,253,253,253,2.11,-7.40,6.23,open
-65.76,1.86,253,253,255,-0.36,-10.19,4.59,open
-81.67,10.19,253,253,252,-1.96,-10.78,1.58,open
-94.66,12.13,253,253,253,-2.58,-11.98,-0.98,open
-101.80,5.43,253,253,254,-1.04,-10.75,-2.25,open
-100.48,2.90,253,253,253,-0.42,-8.14,-1.51,open
-94.84,-7.66,253,253,255,0.90,-6.65,-0.56,open
-94.82,-19.78,253,253,253,1.73,-4.80,-0.40,open
-84.73,-17.28,253,252,252,2.22,-7.11,0.66,open
-71.10,-16.70,253,253,253,2.99,-9.43,3.23,open
-50.50,-9.55,253,253,253,2.17,-9.96,8.21,open
-45.87,-9.19,253,253,253,2.10,-9.31,9.04,open
-39.92,-3.53,253,254,255,0.87,-9.06,10.83,open
-45.75,-10.62,253,253,253,2.44,-9.32,9.08,open
-58.01,-8.01,252,251,253,1.90,-11.46,7.16,open
-53.61,-1.50,252,251,254,0.31,-9.67,7.13,open
-55.41,-7.68,253,253,253,1.84,-11.26,7.76,open
-45.87,-7.72,253,253,253,1.82,-9.64,9.35,open
-45.96,-9.87,253,253,253,2.32,-9.61,9.29,open
-47.83,-18.30,253,252,254,3.93,-8.81,7.98,open
-41.12,-26.98,253,253,253,4.42,-5.71,6.54,open
-53.45,-24.86,253,253,253,3.50,-6.06,4.50,open
-61.01,-9.80,253,253,253,1.23,-6.24,3.46,open
-75.37,9.23,253,253,253,-1.59,-9.49,2.48,open
-81.27,36.74,253,252,252,-6.47,-8.57,1.32,open
-81.41,37.04,253,253,253,-6.27,-8.21,1.24,open
-78.43,52.76,253,253,253,-6.03,-4.49,0.92,open
-56.51,27.31,253,254,253,-5.08,-8.20,5.43,open
-47.23,27.18,253,253,255,-5.26,-7.52,6.96,open
-35.00,28.34,253,253,253,-5.24,-5.57,7.96,open
-43.34,10.28,245,253,254,-1.99,-7.52,7.98,open
-45.58,9.21,253,253,253,-1.75,-7.69,7.53,open
-43.57,26.70,250,253,253,-5.54,-7.58,7.97,open
-44.19,34.56,253,255,253,-6.78,-6.86,7.06,open
-46.87,26.69,253,253,253,-5.33,-7.74,7.25,open
-48.98,19.96,253,253,253,-4.04,-8.40,7.30,open
-28.95,21.26,253,253,253,-3.77,-4.69,8.47,open
-48.70,12.37,253,253,253,-2.37,-8.11,7.13,open
-50.10,12.14,253,253,253,-2.15,-7.65,6.40,open
-60.92,9.78,253,253,254,-1.63,-8.26,4.60,open
-69.79,7.68,252,252,253,-1.23,-8.59,3.16,open
-74.91,12.19,253,253,253,-1.67,-7.45,2.01,open
-82.47,7.34,252,253,253,-1.05,-8.08,1.07,open
-83.86,6.55,253,253,253,-0.95,-8.21,0.88,open
-85.21,1.93,253,253,253,-0.32,-9.58,0.80,open
-85.04,3.05,253,253,252,-0.54,-10.02,0.87,open
-92.70,-27.68,83,149,214,4.61,-8.78,-0.41,thumbup
-86.47,-34.41,85,156,253,5.37,-7.83,0.48,thumbup
-83.94,-38.08,85,156,253,6.59,-8.36,0.89,thumbup
-88.64,-37.61,85,156,253,7.60,-9.86,0.23,thumbup
-84.86,-37.47,85,156,253,5.82,-7.57,0.68,thumbup
-83.48,-33.51,84,157,253,5.24,-7.86,0.90,thumbup
-86.48,-30.19,85,157,253,4.63,-7.93,0.49,thumbup
-91.26,-38.81,85,156,253,5.70,-7.08,-0.16,thumbup
-90.99,-33.46,85,156,253,6.38,-9.65,-0.17,thumbup
-86.31,-23.70,86,156,253,4.07,-9.25,0.60,thumbup
-84.98,-28.39,86,157,254,4.48,-8.25,0.73,thumbup
-87.74,-29.97,87,157,253,4.45,-7.70,0.30,thumbup
-89.91,-36.41,86,158,253,5.83,-7.91,0.01,thumbup
-91.33,-34.91,86,162,253,5.63,-8.06,-0.19,thumbup
-92.89,-33.43,86,158,253,5.32,-8.05,-0.41,thumbup
-91.84,-35.12,86,158,253,5.81,-8.26,-0.27,thumbup
-91.37,-34.30,88,158,253,5.72,-8.39,-0.20,thumbup
-88.90,-32.13,88,158,253,5.34,-8.50,0.16,thumbup
-90.35,-27.83,88,159,253,4.61,-8.74,-0.05,thumbup
-94.93,-28.32,89,159,253,5.26,-9.72,-0.84,thumbup
-101.29,-31.60,89,159,254,6.19,-9.87,-1.97,thumbup
-105.48,-43.31,90,161,253,6.48,-6.62,-1.83,thumbup
-89.43,-30.83,93,160,253,5.04,-8.43,0.08,thumbup
-79.14,-27.29,94,161,253,4.72,-8.99,1.72,thumbup
-82.88,-24.51,95,161,253,4.03,-8.77,1.09,thumbup
-88.41,-28.28,95,161,254,4.83,-8.98,0.25,thumbup
-91.63,-27.73,96,162,253,4.75,-9.03,-0.26,thumbup
-93.72,-28.27,101,162,252,4.82,-8.95,-0.58,thumbup
-96.51,-25.59,101,161,253,4.35,-9.02,-1.03,thumbup
-100.91,-26.12,101,160,253,4.44,-8.89,-1.71,thumbup
-102.40,-29.90,106,163,253,4.49,-7.62,-1.68,thumbup
-101.20,-30.08,107,164,255,4.77,-8.08,-1.60,thumbup
-102.44,-27.71,105,163,253,4.36,-8.11,-1.79,thumbup
-106.03,-42.43,105,163,253,5.67,-5.97,-1.71,thumbup
-100.71,-37.01,104,163,253,6.22,-8.10,-1.53,thumbup
-97.91,-29.22,105,162,253,4.23,-7.50,-1.04,thumbup
-100.63,-23.17,104,163,253,3.73,-8.57,-1.61,thumbup
-99.11,-18.45,101,162,253,3.10,-9.17,-1.47,thumbup
-101.95,-13.55,101,162,253,2.25,-9.12,-1.93,thumbup
-96.19,-0.89,94,161,253,0.18,-11.63,-1.26,thumbup
-92.84,-1.37,93,161,253,0.27,-11.43,-0.57,thumbup
-88.95,-13.68,94,160,253,2.00,-8.21,0.15,thumbup
-85.08,-35.75,95,161,253,5.54,-7.67,0.66,thumbup
-88.23,-45.28,95,160,253,7.42,-7.34,0.23,thumbup
-93.74,-39.74,101,161,253,6.40,-7.69,-0.50,thumbup
-90.16,-35.41,95,160,253,5.64,-7.93,-0.02,thumbup
-97.84,-32.89,100,159,253,5.92,-9.06,-1.25,thumbup
-98.02,-42.23,95,162,253,6.99,-7.63,-1.07,thumbup
-100.09,-44.30,95,162,253,7.31,-7.37,-1.31,thumbup
-99.93,-42.78,99,162,253,7.08,-7.54,-1.32,thumbup
-100.11,-36.88,100,162,253,5.79,-7.60,-1.36,thumbup
-99.15,-34.46,100,162,247,5.73,-8.24,-1.33,thumbup
-97.35,-37.55,100,162,251,6.33,-8.17,-1.05,thumbup
-94.71,-41.49,100,162,253,6.78,-7.64,-0.63,thumbup
-94.63,-38.40,98,162,253,6.16,-7.75,-0.63,thumbup
-96.75,-33.55,100,162,251,5.69,-8.51,-1.01,thumbup
-95.76,-30.01,101,162,253,5.00,-8.61,-0.87,thumbup
-94.94,-26.09,102,162,253,4.53,-9.23,-0.80,thumbup
-94.78,-24.97,103,162,253,4.08,-8.73,-0.73,thumbup
-97.31,-23.51,101,162,253,4.00,-9.11,-1.17,thumbup
-99.20,-24.51,102,163,253,4.04,-8.75,-1.42,thumbup
-97.55,-16.65,102,162,253,3.15,-10.44,-1.38,thumbup
-97.58,-20.53,102,161,250,3.73,-9.87,-1.31,thumbup
-98.00,-17.08,103,163,253,2.89,-9.30,-1.31,thumbup
-97.16,-15.58,103,163,253,2.70,-9.61,-1.21,thumbup
-96.36,-15.74,107,166,253,2.83,-9.99,-1.11,thumbup
